SystemCodeNumber,Capacity,Occupancy,LastUpdated,occupancy_rate
BHMBCCPST01,317,190,2016-10-04 14:57:13,0.5993690851735016
BHMBCCSNH01,863,617,2016-10-04 14:57:13,0.7149478563151797
BHMBCCTHL01,387,307,2016-10-04 14:57:13,0.7932816537467701
BHMBRCBRG01,1010,548,2016-10-04 14:57:13,0.5425742574257426
BHMBRCBRG02,1194,516,2016-10-04 14:57:13,0.4321608040201005
BHMBRCBRG03,849,261,2016-10-04 14:57:13,0.30742049469964666
BHMEURBRD01,470,426,2016-10-04 14:57:13,0.9063829787234042
BHMEURBRD02,220,180,2016-10-04 14:57:13,0.8181818181818182
BHMMBMMBX01,687,593,2016-10-04 14:57:13,0.8631732168850073
BHMNCPHST01,1200,727,2016-10-04 14:57:13,0.6058333333333333
BHMNCPLDH01,720,654,2016-10-04 14:57:13,0.9083333333333333
BHMNCPNHS01,500,486,2016-10-04 14:57:13,0.972
BHMNCPNST01,485,354,2016-10-04 14:57:13,0.7298969072164948
BHMNCPPLS01,450,92,2016-10-04 14:57:13,0.20444444444444446
BHMNCPRAN01,600,527,2016-10-04 14:57:13,0.8783333333333333
Broad Street,690,606,2016-10-04 14:57:13,0.8782608695652174
Bull Ring,3053,1325,2016-10-04 14:57:13,0.4339993449066492
NIA Car Parks,1268,218,2016-10-04 14:57:13,0.1719242902208202
NIA South,788,219,2016-10-04 14:57:13,0.2779187817258883
Others-CCCPS105a,2009,1346,2016-10-04 14:57:13,0.6699850671976108
Others-CCCPS119a,2803,529,2016-10-04 14:57:13,0.18872636460934714
Others-CCCPS133,4675,2364,2016-10-04 14:57:13,0.5056684491978609
Others-CCCPS135a,3883,3011,2016-10-04 14:57:13,0.7754313674993562
Others-CCCPS202,2937,1267,2016-10-04 14:57:13,0.4313925774599932
Others-CCCPS8,1322,753,2016-10-04 14:57:13,0.5695915279878971
Others-CCCPS98,3103,1169,2016-10-04 14:57:13,0.37673219465033836
Shopping,1920,1381,2016-10-04 14:57:13,0.7192708333333333
BHMBCCMKT01,577,165,2016-10-04 15:30:14,0.28596187175043325
BHMBCCPST01,317,175,2016-10-04 15:30:14,0.5520504731861199
BHMBCCSNH01,863,568,2016-10-04 15:30:14,0.6581691772885284
BHMBCCTHL01,387,294,2016-10-04 15:30:14,0.7596899224806202
BHMBRCBRG01,1010,475,2016-10-04 15:30:14,0.47029702970297027
BHMBRCBRG02,1194,487,2016-10-04 15:30:14,0.40787269681742044
BHMBRCBRG03,849,230,2016-10-04 15:30:14,0.270906949352179
BHMEURBRD01,470,411,2016-10-04 15:30:14,0.874468085106383
BHMEURBRD02,220,170,2016-10-04 15:30:14,0.7727272727272727
BHMMBMMBX01,687,572,2016-10-04 15:30:14,0.8326055312954876
BHMNCPHST01,1200,678,2016-10-04 15:30:14,0.565
BHMNCPLDH01,720,622,2016-10-04 15:30:14,0.8638888888888889
BHMNCPNHS01,500,462,2016-10-04 15:30:14,0.924
BHMNCPNST01,485,338,2016-10-04 15:30:14,0.6969072164948453
BHMNCPPLS01,450,84,2016-10-04 15:30:14,0.18666666666666668
BHMNCPRAN01,600,509,2016-10-04 15:30:14,0.8483333333333334
Broad Street,690,581,2016-10-04 15:30:14,0.8420289855072464
Bull Ring,3053,1192,2016-10-04 15:30:14,0.39043563707828366
NIA Car Parks,1268,215,2016-10-04 15:30:14,0.1695583596214511
NIA South,788,216,2016-10-04 15:30:14,0.27411167512690354
Others-CCCPS105a,2009,1288,2016-10-04 15:30:14,0.6411149825783972
Others-CCCPS119a,2803,511,2016-10-04 15:30:14,0.18230467356403854
Others-CCCPS133,4675,2186,2016-10-04 15:30:14,0.46759358288770053
Others-CCCPS135a,3883,2839,2016-10-04 15:30:14,0.731135719804275
Others-CCCPS202,2937,1213,2016-10-04 15:30:14,0.41300646918624445
Others-CCCPS8,1322,716,2016-10-04 15:30:14,0.5416036308623298
Others-CCCPS98,3103,1127,2016-10-04 15:30:14,0.3631969062197873
Shopping,1920,1300,2016-10-04 15:30:14,0.6770833333333334
BHMBCCMKT01,577,162,2016-10-04 16:04:12,0.2807625649913345
BHMBCCPST01,317,171,2016-10-04 16:04:12,0.5394321766561514
BHMBCCSNH01,863,518,2016-10-04 16:04:12,0.6002317497103129
BHMBCCTHL01,387,270,2016-10-04 16:04:12,0.6976744186046512
BHMBRCBRG01,1010,420,2016-10-04 16:04:12,0.4158415841584158
BHMBRCBRG02,1194,443,2016-10-04 16:04:12,0.3710217755443886
BHMBRCBRG03,849,208,2016-10-04 16:04:12,0.24499411071849234
BHMEURBRD01,470,376,2016-10-04 16:04:12,0.8
BHMEURBRD02,220,158,2016-10-04 16:04:12,0.7181818181818181
BHMMBMMBX01,687,511,2016-10-04 16:04:12,0.7438136826783115
BHMNCPHST01,1200,648,2016-10-04 16:04:12,0.54
BHMNCPLDH01,720,570,2016-10-04 16:04:12,0.7916666666666666
BHMNCPNHS01,500,442,2016-10-04 16:04:12,0.884
BHMNCPNST01,485,317,2016-10-04 16:04:12,0.6536082474226804
BHMNCPPLS01,450,77,2016-10-04 16:04:12,0.1711111111111111
BHMNCPRAN01,600,478,2016-10-04 16:04:12,0.7966666666666666
Broad Street,690,534,2016-10-04 16:04:12,0.7739130434782608
Bull Ring,3053,1071,2016-10-04 16:04:12,0.35080248935473307
NIA Car Parks,1268,189,2016-10-04 16:04:12,0.14905362776025236
NIA South,788,189,2016-10-04 16:04:12,0.2398477157360406
Others-CCCPS105a,2009,1175,2016-10-04 16:04:12,0.584868093578895
Others-CCCPS119a,2803,461,2016-10-04 16:04:12,0.16446664288262575
Others-CCCPS133,4675,1976,2016-10-04 16:04:12,0.42267379679144385
Others-CCCPS135a,3883,2656,2016-10-04 16:04:12,0.6840072109193922
Others-CCCPS202,2937,1121,2016-10-04 16:04:12,0.38168198842356144
Others-CCCPS8,1322,664,2016-10-04 16:04:12,0.5022692889561271
Others-CCCPS98,3103,1019,2016-10-04 16:04:12,0.32839187882694165
Shopping,1920,1218,2016-10-04 16:04:12,0.634375
BHMBCCMKT01,577,143,2016-10-04 16:31:14,0.24783362218370883
BHMBCCPST01,317,164,2016-10-04 16:31:14,0.5173501577287066
BHMBCCSNH01,863,452,2016-10-04 16:31:14,0.5237543453070683
BHMBCCTHL01,387,245,2016-10-04 16:31:14,0.6330749354005168
BHMBRCBRG01,1010,402,2016-10-04 16:31:14,0.39801980198019804
BHMBRCBRG02,1194,409,2016-10-04 16:31:14,0.3425460636515913
BHMBRCBRG03,849,190,2016-10-04 16:31:14,0.22379269729093051
BHMEURBRD01,470,325,2016-10-04 16:31:14,0.6914893617021277
BHMEURBRD02,220,141,2016-10-04 16:31:14,0.6409090909090909
BHMMBMMBX01,687,471,2016-10-04 16:31:14,0.6855895196506551
BHMNCPHST01,1200,565,2016-10-04 16:31:14,0.4708333333333333
BHMNCPLDH01,720,510,2016-10-04 16:31:14,0.7083333333333334
BHMNCPNHS01,500,398,2016-10-04 16:31:14,0.796
BHMNCPNST01,485,304,2016-10-04 16:31:14,0.6268041237113402
BHMNCPPLS01,450,69,2016-10-04 16:31:14,0.15333333333333332
BHMNCPRAN01,600,434,2016-10-04 16:31:14,0.7233333333333334
Broad Street,690,466,2016-10-04 16:31:14,0.6753623188405797
Bull Ring,3053,1001,2016-10-04 16:31:14,0.3278742220766459
NIA Car Parks,1268,159,2016-10-04 16:31:14,0.1253943217665615
NIA South,788,161,2016-10-04 16:31:14,0.20431472081218274
Others-CCCPS105a,2009,1089,2016-10-04 16:31:14,0.5420607267297163
Others-CCCPS119a,2803,406,2016-10-04 16:31:14,0.1448448091330717
Others-CCCPS133,4675,1845,2016-10-04 16:31:14,0.3946524064171123
Others-CCCPS135a,3883,2359,2016-10-04 16:31:14,0.6075199587947463
Others-CCCPS202,2937,1015,2016-10-04 16:31:14,0.3455907388491658
Others-CCCPS8,1322,618,2016-10-04 16:31:14,0.46747352496217853
Others-CCCPS98,3103,936,2016-10-04 16:31:14,0.30164357073799547
Shopping,1920,1075,2016-10-04 16:31:14,0.5598958333333334
BHMNCPPLS01,450,39,2016-10-05 07:50:13,0.08666666666666667
BHMBCCMKT01,577,54,2016-10-05 07:57:17,0.09358752166377816
BHMBCCPST01,317,95,2016-10-05 07:57:17,0.2996845425867508
BHMBCCSNH01,863,193,2016-10-05 07:57:17,0.22363847045191193
BHMBCCTHL01,387,146,2016-10-05 07:57:17,0.3772609819121447
BHMEURBRD01,470,127,2016-10-05 07:57:17,0.2702127659574468
BHMEURBRD02,220,53,2016-10-05 07:57:17,0.2409090909090909
BHMMBMMBX01,687,282,2016-10-05 07:57:17,0.4104803493449782
BHMNCPHST01,1200,229,2016-10-05 07:57:17,0.19083333333333333
BHMNCPLDH01,720,373,2016-10-05 07:57:17,0.5180555555555556
BHMNCPNHS01,500,97,2016-10-05 07:57:17,0.194
BHMNCPNST01,485,268,2016-10-05 07:57:17,0.5525773195876289
BHMNCPRAN01,600,212,2016-10-05 07:57:17,0.35333333333333333
Broad Street,690,180,2016-10-05 07:57:17,0.2608695652173913
NIA Car Parks,1268,99,2016-10-05 07:57:17,0.07807570977917981
NIA South,788,77,2016-10-05 07:57:17,0.09771573604060914
Others-CCCPS105a,2009,735,2016-10-05 07:57:17,0.36585365853658536
Others-CCCPS119a,2803,246,2016-10-05 07:57:17,0.08776311095255084
Others-CCCPS133,4675,775,2016-10-05 07:57:17,0.1657754010695187
Others-CCCPS135a,3883,1104,2016-10-05 07:57:17,0.28431625032191604
Others-CCCPS202,2937,594,2016-10-05 07:57:17,0.20224719101123595
Others-CCCPS8,1322,453,2016-10-05 07:57:17,0.3426626323751891
Others-CCCPS98,3103,650,2016-10-05 07:57:17,0.20947470190138576
Shopping,1920,602,2016-10-05 07:57:17,0.31354166666666666
BHMNCPPLS01,450,45,2016-10-05 08:24:16,0.1
BHMBCCMKT01,577,59,2016-10-05 08:30:15,0.1022530329289428
BHMBCCPST01,317,101,2016-10-05 08:30:15,0.3186119873817035
BHMBCCSNH01,863,315,2016-10-05 08:30:15,0.3650057937427578
BHMBCCTHL01,387,169,2016-10-05 08:30:15,0.43669250645994834
BHMEURBRD01,470,201,2016-10-05 08:30:15,0.4276595744680851
BHMEURBRD02,220,93,2016-10-05 08:30:15,0.42272727272727273
BHMMBMMBX01,687,330,2016-10-05 08:30:15,0.48034934497816595
BHMNCPHST01,1200,333,2016-10-05 08:30:15,0.2775
BHMNCPLDH01,720,446,2016-10-05 08:30:15,0.6194444444444445
BHMNCPNHS01,500,194,2016-10-05 08:30:15,0.388
BHMNCPNST01,485,273,2016-10-05 08:30:15,0.5628865979381443
BHMNCPRAN01,600,311,2016-10-05 08:30:15,0.5183333333333333
Broad Street,690,294,2016-10-05 08:30:15,0.4260869565217391
NIA Car Parks,1268,156,2016-10-05 08:30:15,0.12302839116719243
NIA South,788,117,2016-10-05 08:30:15,0.1484771573604061
Others-CCCPS105a,2009,817,2016-10-05 08:30:15,0.4066699850671976
Others-CCCPS119a,2803,326,2016-10-05 08:30:15,0.11630396004281128
Others-CCCPS133,4675,848,2016-10-05 08:30:15,0.1813903743315508
Others-CCCPS135a,3883,1599,2016-10-05 08:30:15,0.41179500386299256
Others-CCCPS202,2937,736,2016-10-05 08:30:15,0.25059584610146407
Others-CCCPS8,1322,487,2016-10-05 08:30:15,0.36838124054462934
Others-CCCPS98,3103,760,2016-10-05 08:30:15,0.24492426683854335
Shopping,1920,779,2016-10-05 08:30:15,0.40572916666666664
BHMNCPPLS01,450,49,2016-10-05 08:51:15,0.10888888888888888
BHMBCCMKT01,577,71,2016-10-05 09:04:19,0.12305025996533796
BHMBCCPST01,317,113,2016-10-05 09:04:19,0.35646687697160884
BHMBCCSNH01,863,453,2016-10-05 09:04:19,0.5249130938586327
BHMBCCTHL01,387,211,2016-10-05 09:04:19,0.5452196382428941
BHMEURBRD01,470,283,2016-10-05 09:04:19,0.6021276595744681
BHMEURBRD02,220,141,2016-10-05 09:04:19,0.6409090909090909
BHMMBMMBX01,687,395,2016-10-05 09:04:19,0.5749636098981077
BHMNCPHST01,1200,470,2016-10-05 09:04:19,0.39166666666666666
BHMNCPLDH01,720,505,2016-10-05 09:04:19,0.7013888888888888
BHMNCPNHS01,500,318,2016-10-05 09:04:19,0.636
BHMNCPNST01,485,293,2016-10-05 09:04:19,0.6041237113402061
BHMNCPRAN01,600,396,2016-10-05 09:04:19,0.66
Broad Street,690,424,2016-10-05 09:04:19,0.6144927536231884
NIA Car Parks,1268,206,2016-10-05 09:04:19,0.16246056782334384
NIA South,788,163,2016-10-05 09:04:19,0.2068527918781726
Others-CCCPS105a,2009,949,2016-10-05 09:04:19,0.4723743155798905
Others-CCCPS119a,2803,419,2016-10-05 09:04:19,0.14948269711023904
Others-CCCPS133,4675,938,2016-10-05 09:04:19,0.20064171122994653
Others-CCCPS135a,3883,2142,2016-10-05 09:04:19,0.5516353335050219
Others-CCCPS202,2937,928,2016-10-05 09:04:19,0.3159686755192373
Others-CCCPS8,1322,554,2016-10-05 09:04:19,0.41906202723146746
Others-CCCPS98,3103,896,2016-10-05 09:04:19,0.2887528198517564
Shopping,1920,975,2016-10-05 09:04:19,0.5078125
BHMBCCMKT01,577,83,2016-10-05 09:30:15,0.1438474870017331
BHMBCCPST01,317,124,2016-10-05 09:30:15,0.3911671924290221
BHMBCCSNH01,863,566,2016-10-05 09:30:15,0.6558516801853997
BHMBCCTHL01,387,256,2016-10-05 09:30:15,0.661498708010336
BHMEURBRD01,470,347,2016-10-05 09:30:15,0.7382978723404255
BHMEURBRD02,220,163,2016-10-05 09:30:15,0.740909090909091
BHMMBMMBX01,687,464,2016-10-05 09:30:15,0.6754002911208151
BHMNCPHST01,1200,584,2016-10-05 09:30:15,0.4866666666666667
BHMNCPLDH01,720,554,2016-10-05 09:30:15,0.7694444444444445
BHMNCPNHS01,500,389,2016-10-05 09:30:15,0.778
BHMNCPNST01,485,317,2016-10-05 09:30:15,0.6536082474226804
BHMNCPPLS01,450,53,2016-10-05 09:30:15,0.11777777777777777
BHMNCPRAN01,600,459,2016-10-05 09:30:15,0.765
Broad Street,690,510,2016-10-05 09:30:15,0.7391304347826086
NIA Car Parks,1268,219,2016-10-05 09:30:15,0.17271293375394323
NIA South,788,179,2016-10-05 09:30:15,0.22715736040609136
Others-CCCPS105a,2009,1090,2016-10-05 09:30:15,0.5425584868093579
Others-CCCPS119a,2803,478,2016-10-05 09:30:15,0.1705315733143061
Others-CCCPS133,4675,1034,2016-10-05 09:30:15,0.2211764705882353
Others-CCCPS135a,3883,2552,2016-10-05 09:30:15,0.6572237960339944
Others-CCCPS202,2937,1083,2016-10-05 09:30:15,0.3687436159346272
Others-CCCPS8,1322,626,2016-10-05 09:30:15,0.4735249621785174
Others-CCCPS98,3103,1003,2016-10-05 09:30:15,0.323235578472446
Shopping,1920,1138,2016-10-05 09:30:15,0.5927083333333333
BHMBCCMKT01,577,114,2016-10-05 10:04:15,0.1975736568457539
BHMBCCPST01,317,141,2016-10-05 10:04:15,0.444794952681388
BHMBCCSNH01,863,689,2016-10-05 10:04:15,0.7983777520278099
BHMBCCTHL01,387,310,2016-10-05 10:04:15,0.8010335917312662
BHMEURBRD01,470,383,2016-10-05 10:04:15,0.8148936170212766
BHMEURBRD02,220,189,2016-10-05 10:04:15,0.8590909090909091
BHMMBMMBX01,687,536,2016-10-05 10:04:15,0.7802037845705968
BHMNCPHST01,1200,699,2016-10-05 10:04:15,0.5825
BHMNCPLDH01,720,607,2016-10-05 10:04:15,0.8430555555555556
BHMNCPNHS01,500,432,2016-10-05 10:04:15,0.864
BHMNCPNST01,485,339,2016-10-05 10:04:15,0.6989690721649484
BHMNCPPLS01,450,61,2016-10-05 10:04:15,0.13555555555555557
BHMNCPRAN01,600,530,2016-10-05 10:04:15,0.8833333333333333
Broad Street,690,572,2016-10-05 10:04:15,0.8289855072463768
NIA Car Parks,1268,233,2016-10-05 10:04:15,0.1837539432176656
NIA South,788,195,2016-10-05 10:04:15,0.24746192893401014
Others-CCCPS105a,2009,1246,2016-10-05 10:04:15,0.6202090592334495
Others-CCCPS119a,2803,547,2016-10-05 10:04:15,0.19514805565465573
Others-CCCPS133,4675,1136,2016-10-05 10:04:15,0.2429946524064171
Others-CCCPS135a,3883,2957,2016-10-05 10:04:15,0.7615245943857842
Others-CCCPS202,2937,1221,2016-10-05 10:04:15,0.4157303370786517
Others-CCCPS8,1322,710,2016-10-05 10:04:15,0.5370650529500757
Others-CCCPS98,3103,1112,2016-10-05 10:04:15,0.35836287463744765
Shopping,1920,1306,2016-10-05 10:04:15,0.6802083333333333
BHMBCCMKT01,577,128,2016-10-05 10:30:17,0.2218370883882149
BHMBCCPST01,317,143,2016-10-05 10:30:17,0.45110410094637227
BHMBCCSNH01,863,718,2016-10-05 10:30:17,0.831981460023175
BHMBCCTHL01,387,337,2016-10-05 10:30:17,0.8708010335917312
BHMEURBRD01,470,404,2016-10-05 10:30:17,0.8595744680851064
BHMEURBRD02,220,194,2016-10-05 10:30:17,0.8818181818181818
BHMMBMMBX01,687,578,2016-10-05 10:30:17,0.8413391557496361
BHMNCPHST01,1200,736,2016-10-05 10:30:17,0.6133333333333333
BHMNCPLDH01,720,643,2016-10-05 10:30:17,0.8930555555555556
BHMNCPNHS01,500,459,2016-10-05 10:30:17,0.918
BHMNCPNST01,485,355,2016-10-05 10:30:17,0.7319587628865979
BHMNCPPLS01,450,69,2016-10-05 10:30:17,0.15333333333333332
BHMNCPRAN01,600,561,2016-10-05 10:30:17,0.935
Broad Street,690,598,2016-10-05 10:30:17,0.8666666666666667
NIA Car Parks,1268,245,2016-10-05 10:30:17,0.19321766561514195
NIA South,788,205,2016-10-05 10:30:17,0.26015228426395937
Others-CCCPS105a,2009,1339,2016-10-05 10:30:17,0.6665007466401195
Others-CCCPS119a,2803,586,2016-10-05 10:30:17,0.20906171958615768
Others-CCCPS133,4675,1202,2016-10-05 10:30:17,0.25711229946524067
Others-CCCPS135a,3883,3117,2016-10-05 10:30:17,0.8027298480556271
Others-CCCPS202,2937,1288,2016-10-05 10:30:17,0.43854273067756216
Others-CCCPS8,1322,761,2016-10-05 10:30:17,0.575642965204236
Others-CCCPS98,3103,1182,2016-10-05 10:30:17,0.3809216886883661
Shopping,1920,1379,2016-10-05 10:30:17,0.7182291666666667
BHMNCPPLS01,450,87,2016-10-05 10:57:17,0.19333333333333333
BHMBCCMKT01,577,148,2016-10-05 11:04:19,0.2564991334488735
BHMBCCPST01,317,156,2016-10-05 11:04:19,0.4921135646687697
BHMBCCSNH01,863,711,2016-10-05 11:04:19,0.8238702201622248
BHMBCCTHL01,387,339,2016-10-05 11:04:19,0.875968992248062
BHMEURBRD01,470,420,2016-10-05 11:04:19,0.8936170212765957
BHMEURBRD02,220,204,2016-10-05 11:04:19,0.9272727272727272
BHMMBMMBX01,687,619,2016-10-05 11:04:19,0.901018922852984
BHMNCPHST01,1200,757,2016-10-05 11:04:19,0.6308333333333334
BHMNCPLDH01,720,653,2016-10-05 11:04:19,0.9069444444444444
BHMNCPNHS01,500,473,2016-10-05 11:04:19,0.946
BHMNCPNST01,485,367,2016-10-05 11:04:19,0.756701030927835
BHMNCPRAN01,600,583,2016-10-05 11:04:19,0.9716666666666667
Broad Street,690,624,2016-10-05 11:04:19,0.9043478260869565
NIA Car Parks,1268,260,2016-10-05 11:04:19,0.20504731861198738
NIA South,788,229,2016-10-05 11:04:19,0.2906091370558376
Others-CCCPS105a,2009,1411,2016-10-05 11:04:19,0.7023394723743156
Others-CCCPS119a,2803,603,2016-10-05 11:04:19,0.21512665001783804
Others-CCCPS133,4675,1272,2016-10-05 11:04:19,0.2720855614973262
Others-CCCPS135a,3883,3177,2016-10-05 11:04:19,0.8181818181818182
Others-CCCPS202,2937,1330,2016-10-05 11:04:19,0.4528430371127
Others-CCCPS8,1322,792,2016-10-05 11:04:19,0.5990922844175491
Others-CCCPS98,3103,1250,2016-10-05 11:04:19,0.4028359651949726
Shopping,1920,1410,2016-10-05 11:04:19,0.734375
BHMBCCMKT01,577,162,2016-10-05 11:30:18,0.2807625649913345
BHMBCCPST01,317,162,2016-10-05 11:30:18,0.5110410094637224
BHMBCCSNH01,863,709,2016-10-05 11:30:18,0.8215527230590962
BHMBCCTHL01,387,340,2016-10-05 11:30:18,0.8785529715762274
BHMEURBRD01,470,429,2016-10-05 11:30:18,0.9127659574468086
BHMEURBRD02,220,205,2016-10-05 11:30:18,0.9318181818181818
BHMMBMMBX01,687,640,2016-10-05 11:30:18,0.9315866084425036
BHMNCPHST01,1200,774,2016-10-05 11:30:18,0.645
BHMNCPLDH01,720,656,2016-10-05 11:30:18,0.9111111111111111
BHMNCPNHS01,500,476,2016-10-05 11:30:18,0.952
BHMNCPNST01,485,366,2016-10-05 11:30:18,0.7546391752577319
BHMNCPPLS01,450,90,2016-10-05 11:30:18,0.2
BHMNCPRAN01,600,579,2016-10-05 11:30:18,0.965
Broad Street,690,634,2016-10-05 11:30:18,0.9188405797101449
NIA Car Parks,1268,249,2016-10-05 11:30:18,0.19637223974763407
NIA South,788,234,2016-10-05 11:30:18,0.2969543147208122
Others-CCCPS105a,2009,1436,2016-10-05 11:30:18,0.7147834743653559
Others-CCCPS119a,2803,593,2016-10-05 11:30:18,0.21155904388155547
Others-CCCPS133,4675,1296,2016-10-05 11:30:18,0.2772192513368984
Others-CCCPS135a,3883,3194,2016-10-05 11:30:18,0.822559876384239
Others-CCCPS202,2937,1340,2016-10-05 11:30:18,0.45624787197820904
Others-CCCPS8,1322,796,2016-10-05 11:30:18,0.6021180030257186
Others-CCCPS98,3103,1259,2016-10-05 11:30:18,0.4057363841443764
Shopping,1920,1430,2016-10-05 11:30:18,0.7447916666666666
BHMBCCMKT01,577,178,2016-10-05 12:04:14,0.30849220103986136
BHMBCCPST01,317,176,2016-10-05 12:04:14,0.555205047318612
BHMBCCSNH01,863,709,2016-10-05 12:04:14,0.8215527230590962
BHMBCCTHL01,387,337,2016-10-05 12:04:14,0.8708010335917312
BHMEURBRD01,470,447,2016-10-05 12:04:14,0.951063829787234
BHMEURBRD02,220,206,2016-10-05 12:04:14,0.9363636363636364
BHMMBMMBX01,687,650,2016-10-05 12:04:14,0.9461426491994177
BHMNCPHST01,1200,779,2016-10-05 12:04:14,0.6491666666666667
BHMNCPLDH01,720,667,2016-10-05 12:04:14,0.9263888888888889
BHMNCPNHS01,500,480,2016-10-05 12:04:14,0.96
BHMNCPNST01,485,369,2016-10-05 12:04:14,0.7608247422680412
BHMNCPPLS01,450,103,2016-10-05 12:04:14,0.2288888888888889
BHMNCPRAN01,600,578,2016-10-05 12:04:14,0.9633333333333334
Broad Street,690,653,2016-10-05 12:04:14,0.946376811594203
NIA Car Parks,1268,241,2016-10-05 12:04:14,0.19006309148264985
NIA South,788,240,2016-10-05 12:04:14,0.30456852791878175
Others-CCCPS105a,2009,1459,2016-10-05 12:04:14,0.726231956197113
Others-CCCPS119a,2803,582,2016-10-05 12:04:14,0.20763467713164466
Others-CCCPS133,4675,1322,2016-10-05 12:04:14,0.2827807486631016
Others-CCCPS135a,3883,3213,2016-10-05 12:04:14,0.8274530002575329
Others-CCCPS202,2937,1359,2016-10-05 12:04:14,0.4627170582226762
Others-CCCPS8,1322,809,2016-10-05 12:04:14,0.6119515885022693
Others-CCCPS98,3103,1264,2016-10-05 12:04:14,0.4073477280051563
Shopping,1920,1446,2016-10-05 12:04:14,0.753125
BHMNCPNST01,485,376,2016-10-05 12:17:19,0.7752577319587629
BHMBCCMKT01,577,183,2016-10-05 12:30:16,0.317157712305026
BHMBCCPST01,317,177,2016-10-05 12:30:16,0.5583596214511041
BHMBCCSNH01,863,708,2016-10-05 12:30:16,0.8203939745075318
BHMBCCTHL01,387,336,2016-10-05 12:30:16,0.8682170542635659
BHMEURBRD01,470,450,2016-10-05 12:30:16,0.9574468085106383
BHMEURBRD02,220,212,2016-10-05 12:30:16,0.9636363636363636
BHMMBMMBX01,687,661,2016-10-05 12:30:16,0.9621542940320232
BHMNCPHST01,1200,770,2016-10-05 12:30:16,0.6416666666666667
BHMNCPLDH01,720,667,2016-10-05 12:30:16,0.9263888888888889
BHMNCPNHS01,500,471,2016-10-05 12:30:16,0.942
BHMNCPPLS01,450,102,2016-10-05 12:30:16,0.22666666666666666
BHMNCPRAN01,600,574,2016-10-05 12:30:16,0.9566666666666667
Broad Street,690,662,2016-10-05 12:30:16,0.9594202898550724
NIA Car Parks,1268,240,2016-10-05 12:30:16,0.1892744479495268
NIA South,788,240,2016-10-05 12:30:16,0.30456852791878175
Others-CCCPS105a,2009,1472,2016-10-05 12:30:16,0.732702837232454
Others-CCCPS119a,2803,580,2016-10-05 12:30:16,0.20692115590438814
Others-CCCPS133,4675,1336,2016-10-05 12:30:16,0.2857754010695187
Others-CCCPS135a,3883,3190,2016-10-05 12:30:16,0.8215297450424929
Others-CCCPS202,2937,1371,2016-10-05 12:30:16,0.466802860061287
Others-CCCPS8,1322,811,2016-10-05 12:30:16,0.613464447806354
Others-CCCPS98,3103,1278,2016-10-05 12:30:16,0.41185949081534
Shopping,1920,1437,2016-10-05 12:30:16,0.7484375
BHMBCCMKT01,577,175,2016-10-05 12:57:15,0.30329289428076256
BHMBCCPST01,317,172,2016-10-05 12:57:15,0.5425867507886435
BHMBCCSNH01,863,699,2016-10-05 12:57:15,0.8099652375434531
BHMBCCTHL01,387,343,2016-10-05 12:57:15,0.8863049095607235
BHMEURBRD01,470,451,2016-10-05 12:57:15,0.9595744680851064
BHMEURBRD02,220,214,2016-10-05 12:57:15,0.9727272727272728
BHMMBMMBX01,687,663,2016-10-05 12:57:15,0.9650655021834061
BHMNCPHST01,1200,756,2016-10-05 12:57:15,0.63
BHMNCPLDH01,720,662,2016-10-05 12:57:15,0.9194444444444444
BHMNCPNHS01,500,476,2016-10-05 12:57:15,0.952
BHMNCPNST01,485,373,2016-10-05 12:57:15,0.7690721649484537
BHMNCPPLS01,450,111,2016-10-05 12:57:15,0.24666666666666667
BHMNCPRAN01,600,552,2016-10-05 12:57:15,0.92
Broad Street,690,665,2016-10-05 12:57:15,0.9637681159420289
NIA Car Parks,1268,239,2016-10-05 12:57:15,0.18848580441640378
NIA South,788,243,2016-10-05 12:57:15,0.3083756345177665
Others-CCCPS105a,2009,1490,2016-10-05 12:57:15,0.741662518666003
Others-CCCPS119a,2803,586,2016-10-05 12:57:15,0.20906171958615768
